referencia,Nombre_Producto,Existencia_MED,Transito,Reservas,Existencia_BOG,Total_Inv,Disponibilidad
59-CCM382,"(PAR) PARLANTE DE EMPOTRAR EN CIELO 8""  ",0,31,4,0,0,-4
59-CCM662,(UND) PARLANTE DE EMPOTRAR EN CIELO 6´  ,0,0,0,0,0,0
59-CCM663,"(UND) PARLANTE DE EMPOTRAR EN CIELO 6""  ",2,15,9,2,4,-5
59-CCM664,(UND) PARLANTE PARA EMPOTRAR EN CIELO   ,0,7,5,0,0,-5
59-CCM664-SR,"(UND) PARLANTE EMPOTRAR EN CIELO DE 6"" S",0,1,1,0,0,-1
59-CCM665,"(UND) ALTAVOZ CON WOOFER EMP CIELO 6""   ",0,2,2,0,0,-2
59-CCM682,(UND) PARLANTE DE EMPOTRAR EN CIELO     ,0,38,43,0,0,-43
59-CCM683,"(UND) PARLANTE DE EMPOTRAR EN CIELO 8""  ",0,8,0,2,2,2
59-CCM684,"(UND) PARLANTE DE EMPOTRAR EN CIELO 8""  ",1,3,4,0,1,-3
59-CCM7.3-S2,(UND) PARLANTE DE EMPOTRAR EN CIELO 5'  ,2,0,0,0,2,2
59-CCM-7.5-S2,(UND) PARLANTE EMPOTRAR IN WALL 2V      ,6,0,0,0,6,6
59-CDA-16,AMPLIFICADOR DE 8 ZONAS Y 16 CANALES B&W,3,0,0,0,3,3
59-CWM362,(PAR) PARLANTE DE EMPOTRAR EN PARED 6'  ,2,0,0,0,2,2
59-CWM663,(UND) PARLANTE EMPOTRAR EN PARED 2 VIAS ,0,6,6,0,0,-6
59-CWM7.3-S2,(UND) PARLANTE EMPOTRAR EN PARED 3 VIAS ,0,1,1,0,0,-1
59-CWM7.4-S2,(UND) PARLANTE DE EMPOTRAR 3.2 VIAS BL  ,3,0,0,0,3,3
59-CWM8.3-BB,(UND) CAJA EMPOTRAR WALL CWM8.3  CWM8.3D,0,0,0,0,0,0
59-CWM8.3D,(UND) PARLANTE EMPOTRAR EN PARED 3 VIAS ,0,3,3,0,0,-3
59-CWM8.5D,(UND) PARLANTE EMPOTRAR EN PARED 2 VIAS ,0,2,2,0,0,-2
59-CWM8.5D-BB,(UND) CAJA POSTERIOR CWM8.5 Y CWM8.5D   ,0,2,2,0,0,-2
59-DB4S-BL,(UND) SUBWOOFER ACTIVO DE 1000W         ,2,0,0,0,2,2
59-DB4S-WH,(UND) SUBWOOFER ACTIVO DE 1000W WH      ,1,1,0,0,1,1
59-FORM-BAR,(UND) BARRA DE SONIDO INALÁMBRICA       ,3,0,0,1,4,4
59-FORM-BASS,(UND) BAJO INHALAMBRICO FORMATION       ,1,0,0,1,2,2
59-FORM-DUO-BL,(PAR) PARLANTE INALAMBRICO FORMATION BL ,1,0,0,0,1,1
59-FORM-DUO-WH,(PAR) PARLANTE INALAMBRICO FORMATION WH ,0,1,0,0,0,0
59-FORM-FLEX,(UND) PARLANTE INHALÁMBRICO FORMATION FL,1,0,0,0,1,1
59-HTM6-S2-BL,(UND) ALTAVOZ CENTRAL SERIE 600 NEGRO   ,0,2,1,0,0,-1
59-HTM6-S2-OAK,(UND) ALTAVOZ CENTRAL SERIE 600         ,1,0,0,1,2,2
59-HTM6-S2-WH,(UND) ALTAVOZ CENTRAL SERIE 600 BLANCO  ,0,1,0,0,0,0
59-HTM71-S2-SW,(UND) ALTAVOZ CENTRAL SERIE 700 3 VIA SW,0,1,1,0,0,-1
59-HTM72-S2-SW,(UND) ALTAVOZ CENTRAL SERIE 700         ,0,1,0,0,0,0
59-ISW4,"(UND) SUBWOOFER EMPOTRAR EN PARED DE 8"" ",0,0,0,0,0,0
59-ISW4-BB,(UND) CAJA EMPOTRAR PARA SUBWOOFER ISW4 ,0,0,0,0,0,0
59-M-1-MB,(UND) ALTAVOZ SATÉLITE DE DOS VÍAS      ,19,10,4,0,19,15
59-M-1-MW,(UND) ALTAVOZ SATÉLITE DE DOS VÍAS      ,5,14,0,0,5,5
59-MARINE6,(PAR) PARLANTE INTERPERIE PARA USO MARIN,1,4,1,0,1,0
59-MARINE8,(PAR) PARLANTE INTERPERIE PARA USO MARIN,1,3,0,0,1,1
59-MT-50-BL,(PAQ)  TEATRO EN CASA 5.1 NEGRO         ,0,0,0,0,0,0
59-PI5-CAR,(UND) EARBUDS AUDIFONOS INALAMBRI CARBON,1,0,0,0,1,1
59-PI5-WH,(UND) EARBUDS AUDIFONOS INALAMBRI WH    ,5,0,0,0,5,5
59-PX5-BLU,(UND) AUDIFONOS INALAMBRICOS AZUL       ,11,0,0,5,16,16
59-PX5-GR,(UND) AUDIFONOS INALAMBRICOS GRIS       ,11,0,0,6,17,17
59-PX7-CAR,(UND) AUDIFONOS INALAMBRICOS CARBON EDIT,2,0,0,0,2,2
59-SA-250-MK2,(UND) AMPLIFICADOR 250W PARA ISW 4  ISW3,0,0,0,0,0,0
59-SQUARE-GRILL-68,"(UND) REJILLA CUADRADA 8"" CCM684,683,682",12,0,12,0,12,0
59-STAV24-S2,(PAR) SOPORTE PARA BOOKSHELF 600 SERIES ,1,0,0,0,1,1
59-ZEPPELIN-BL,(UND) ALTAVOZ INALAMBRICO AIRPLAY DOCK  ,5,0,0,3,8,8
59-ZEPPELIN-WH,(UND) ALTAVOZ INALAMBRICO AIRPLAY DOCK  ,0,10,0,0,0,0
60-AV8805,(UND) PRE AMPLIFICADOR 13.2CAN 4K HEOS  ,0,1,0,0,0,0
60-MM8077,(UND) AMPLIFICADOR DE POTENCIA 7 CANALES,0,1,0,0,0,0
60-NR1200,(UND) RECEIVER SLIM STEREO 2 CANAL HEOS ,0,2,2,0,0,-2
60-NR1510,(UND) RECEIVER ULTRADEL 5.2 C  STREAMING,0,90,0,0,0,0
60-NR1711,(UND) RECEIV ULTRADEL 8K  7.2 C BULT-IN ,0,80,0,0,0,0
60-SR5015,(UND) RECEIV 7.2 CANALES 8K CONTROL VOZ ,8,10,0,5,13,13
60-SR6015,(UND) RECEIV 9.2 CAN 8K CONTROL DE VOZ  ,6,2,1,4,10,9
60-SR7015,(UND) RECEIV 8K  9.2 AUD 3D CONTROL VOZ ,0,1,1,0,0,-1
60-SR8015,(UND) RECEI 8K 11.2 CH AUD 3D HEOS      ,0,1,1,0,0,-1
61-DSW-PRO-440,"(UND) SUBWOOFER DE ALTO RENDIMIENTO 8""  ",0,0,0,0,0,0
61-HTS10-BL,"(UND) SUBW 10""  POWER PORT CLASE D BL   ",8,12,0,0,8,8
61-PSW10-BL,"(UND) SUBWOOFER DE 10"" Y 100 VATIOS BL  ",1,18,7,0,1,-6
61-PSW111-BL,"(UND) SUBWOOFER DE 8"" Y 300 VATIOS      ",1,0,2,3,4,2
61-REACT-SOUNDBAR,(UND) BARRA DE SONIDO REACT CON ALEXA   ,0,10,1,0,0,-1
61-REACT-SUB,"(UND) REACT SUBWOOFER 7""                ",0,4,0,0,0,0
61-SIGNA-S3-OLD,(UND) KIT SOUNDBAR Y SUB CON CHROMECAST ,3,0,0,0,3,3
